Biochemical oxygen demand (mg/l),Dissolved Oxygen mg/L,Temperature,pH,COD (chemical Oxygen Demand),Conductivity (uS/cm),Colour (TCU),Floride,Nitrate (mg/l),Potassium (mg/l),Total Organic Carban (mg/l),Chloride (mg/l),Total Suspended Solids,Turbidity (NTU),Potability
3.99,5.1,28,8.27,0.600885988,1497.28,9.53,0.620744363,28.28,37.89,10.67825495,231.67,6,1,potable
4.44,4.867,27,7.98,0.288607544,1400.42,5.29,0.66942971,34.49,18.43,17.70310393,108.27,13.48,4.74,potable
2.45,4.833,31,7.3,2.42991208,955.25,6.77,0.660320325,2.1,41.32,13.77167997,127.42,5.08,0.54,potable
3.1,5.1,28,7.95,1.062048037,1456.66,10.6,0.630351647,15.23,49.2,12.67950093,132.6,12.92,4.46,potable
3.43,6.8,27,8.04,1.955650613,1161.87,1.7,0.620850115,26.58,48.49,16.94256578,181.36,9.98,2.99,potable
0.91,4.2,28,6.96,2.410953819,27.39,4.98,0.723794653,22.11,40.56,9.631649747,240.74,9.46,2.73,potable
4.35,5.533,29,7.89,0.768290419,1172.98,14.63,0.632016553,7.25,36.13,10.26277763,224.02,12.06,4.03,potable
2.62,5.2,22,8.16,1.12062017,1267.36,3.88,0.626967553,31.84,18.52,18.63860277,25.2,7.12,1.56,potable
1.69,4.2,18,7.62,2.723925708,938.25,12.74,0.684307696,36.28,44.68,17.63803947,120.75,7.22,1.61,potable
0.75,4.033,24,7.12,2.679194902,5.07,1.42,0.604917489,41.55,42.63,9.980418463,46.51,8.18,2.09,potable
2.96,4.133,20,8.03,0.317031832,1031.86,3.81,0.604487255,21.17,6.48,12.60620441,14.83,10.78,3.39,potable
1.7,5.35,21,7.78,0.308536661,170.23,2.03,0.72818844,9.8,2.55,17.00349495,154.45,6.66,1.33,potable
3.26,4.05,24,8.42,2.702358946,1397.69,1.13,0.649279713,19.09,25.48,21.08555041,115.71,4.06,0.03,potable
3.03,6.25,26,7.36,2.115323511,1224.57,1.47,0.613889087,30.23,21.74,19.97031761,154.12,11.46,3.73,potable
1.12,6.65,21,7.39,2.728507189,272.97,13.18,0.603152703,38.35,33.9,12.8188163,6.9,7.7,1.85,potable
4.34,7.2,21,6.82,2.734524205,1299.6,4.81,0.624066384,45,46.28,12.92643494,80.1,10.46,3.23,potable
2.18,6.27,22,7.24,0.831659978,1158.01,13.11,0.632666295,13.41,18,17.42714462,83.37,10.44,3.22,potable
1.36,6.1,22,7.38,2.265473177,760.48,12.56,0.6483333,25.82,42.06,18.14347397,69.13,12.46,4.23,potable
1.78,0.6,21,7.67,2.733249101,631.58,0.19,0.682017215,0.52,43.42,19.34049879,229.08,5.94,0.97,potable
0.96,7.2,21,7.36,1.626009046,1242.33,3.05,0.664120785,7.59,7.31,15.97619573,182.19,11.62,3.81,potable
1.93,4.6,21,7.61,2.555712499,290.43,7.06,0.621589975,5.01,40.55,19.68349292,155.67,13.06,4.53,potable
3.78,8.8,21,8.35,2.325909518,791.27,3.63,0.661461337,26.13,11.32,12.24462226,47.28,13.14,4.57,potable
4.98,10,22,7.3,0.262661238,660.91,0.96,0.62775225,18.63,20.47,16.57419003,111.25,7.98,1.99,potable
0.69,9,25,7.19,2.369589928,815.31,5.91,0.700886437,5.2,19.08,11.79623473,128.3,6.72,1.36,potable
2.33,7.767,29,8.09,2.114902135,806.97,11.4,0.61179024,36.32,15.81,15.24034941,25.44,5.9,0.95,potable
0.39,7.167,30,6.64,0.889925157,516.63,13.9,0.699539772,22.07,24.06,7.996294863,104.83,7.62,1.81,potable
4.36,8.533,29,7.44,1.346268807,1060.23,13.1,0.71190616,23.88,23.79,9.416901598,147.01,6.7,1.35,potable
0.49,8.867,19,6.71,2.021044421,716.56,4.48,0.633670032,33.33,3.56,11.48352362,241.69,4.6,0.3,potable
0.19,5.6,25,7.47,1.526773408,1254.44,6.51,0.606093971,1.59,13.62,10.54234179,38.69,10,3,potable
4.19,7.2,23,7.99,0.106547759,79.28,2.37,0.813639017,39.71,38.82,10.88121534,234.88,10.7,3.35,potable
3.82,5,23,8.15,0.685377866,1304.7,14.94,0.636203074,37,44.06,6.658138625,71.16,7.96,1.98,potable
0.65,6.2,23,7.54,1.782920127,87.81,13.25,0.60206013,40.47,3.73,14.82443288,43.35,7.66,1.83,potable
4.09,7.2,23,6.76,0.045179238,872.22,8.56,0.668673627,40.87,41.62,11.75242084,127.95,4.42,0.21,potable
4.39,6.2,23,7.46,1.92028981,998.74,7.91,0.61997194,26.73,21.28,18.32287885,21.39,6.86,1.43,potable
1.61,3.9,23,8.07,0.676601276,720.33,2.41,0.803934385,37.4,3.78,15.13809378,160.04,7.06,1.53,potable
1.47,7.2,24,6.87,2.840188545,496.78,4.84,0.639107057,30.13,41.57,28.3,115.26,11.46,3.73,potable
0.84,6.9,23,6.72,2.394036351,170.51,6.81,0.612970081,14.07,41.47,17.62359407,116.4,12.7,4.35,potable
0.1,7.8,22,7.32,1.952549848,526.79,10.08,0.601968836,2.53,14.64,13.92794627,2.45,7.3,1.65,potable
1.03,6.7,24,7.95,0.508310409,1375.88,10.06,0.605105444,28.44,18.75,12.35272154,51.21,11.32,3.66,potable
3.44,8.3,20,8.23,2.953604582,249.26,2.84,0.666679809,17.33,8.29,5.537059329,166.86,9.28,2.64,potable
3.68,8.1,18,7.1,0.61855842,966.52,1.3,0.629313561,6.83,39.76,14.35649568,121.97,9.24,2.62,potable
2.98,7.7,16,7.13,1.421244692,937.37,14.01,0.605347517,27.42,16.23,14.41273359,58.88,4.06,0.03,potable
2.63,8.6,19,7.86,0.554675919,1021.39,12.19,0.625150489,9.2,23.86,14.29769575,183.42,8.14,2.07,potable
4,7.7,18,7.88,1.155168849,842.11,7.09,0.633149128,22.86,5.05,14.1494731,83.12,8.1,2.05,potable
3.21,7.4,27,6.52,1.249343313,322.57,5.48,0.778322887,22.14,36.2,8.335244529,209.87,8.2,2.1,potable
1.47,7,27,8.09,1.330731345,542.73,7.26,0.641710216,0.87,43.65,13.71173747,52.4,13.72,4.86,potable
4.73,5.9,27,8.39,2.795612811,164.63,8.51,0.649553778,2.81,20.84,16.33794929,133.79,4.9,0.45,potable
2.1,4.1,23,7.65,1.8250791,974.89,10.11,0.720997131,14.67,37.07,17.85824171,176.4,8.36,2.18,potable
3.59,5.7,25,7.4,2.685063303,1245.14,6.52,0.626242965,41.94,8.44,16.25700237,28.09,9.12,2.56,potable
3.32,6.1,25.5,6.86,0.968299132,260.33,3.91,0.614985662,44.36,45.56,19.86138156,107.22,5.44,0.72,potable
0.45,6.2,22,7.61,2.44733375,627.47,10.02,0.620451391,22.41,18.27,13.08287175,72.29,6.5,1.25,potable
1.72,6.3,25.5,8.4,1.560341004,320.8,1.09,0.656456924,1.06,29.78,11.46843204,76.08,6.96,1.48,potable
0.07,7.1,29.667,6.86,0.458891962,994.14,2.29,0.653804054,27.29,38,13.30485235,106.14,11.52,3.76,potable
1.68,7.4,25.5,7.89,2.099631566,340.31,6.39,0.662337915,17.57,0.03,12.75811406,68.04,10.74,3.37,potable
3.66,7.3,29,8.11,1.962391754,401.81,0.71,0.658659227,22.98,33.56,17.273966,144.87,12.06,4.03,potable
2.86,5.9,26.5,6.86,0.717341515,1240.7,5.81,0.64522362,23.15,19.94,8.866966526,204.39,6.24,1.12,potable
4.72,7.4,26.5,6.6,1.048202883,1484.75,12.14,0.60890699,6.86,41.73,9.604154965,31.39,5.78,0.89,potable
4.44,7.1,28,7.12,0.212786627,816.64,13.25,0.622442577,41,42.72,13.42516473,57.74,6.96,1.48,potable
3.7,6.8,27,7.11,1.949083662,405.45,6.79,0.684199001,42.67,22.37,12.9246531,105.13,5,0.5,potable
2.83,6.8,25.667,7.03,0.088392669,474.07,7.31,0.617154736,42.14,12.95,13.039764,163.58,10.98,3.49,potable
3.05,6.8,27.75,7.72,1.668186296,252.58,13.56,0.718258124,18.68,24.75,15.4597516,152.21,5.32,0.66,potable
0.07,7.2,27.75,7.78,2.191434389,1469.73,8.22,0.719177785,30.39,45.55,10.61983085,99.37,13.14,4.57,potable
4.83,6.2,30,8.1,1.391810632,1015.14,9.89,0.620596033,31.14,36.25,16.02194073,36.92,7.86,1.93,potable
4.27,6.6,28.25,7.36,1.717190746,1064.05,11.68,0.651069162,21.75,46.87,17.60406646,99.76,12.14,4.07,potable
3.46,6.9,26.667,7.86,2.385227175,1292.53,2.44,0.798000919,29.37,8.02,13.62381347,215.89,11.16,3.58,potable
1.27,6,28.75,7.26,2.700166214,1266.13,0.38,0.753201709,4.45,37.31,10.7939957,168.33,6.52,1.26,potable
3.46,5.4,28,7.08,1.256437723,1057.22,3.7,0.65393042,2.3,23.99,9.06690217,105.11,11.6,3.8,potable
0.39,6.7,28.25,7.83,1.020776256,1488.57,4.98,0.749802117,6.27,6.17,19.08488285,168.35,9.92,2.96,potable
1.57,6.9,27.25,8.15,2.628715832,669.16,7.47,0.61707758,15.02,45.1,16.07830522,17.75,11.32,3.66,potable
4.32,6.5,28.5,6.86,0.786679584,90.54,3.84,0.614260772,12.75,12.42,23.31769912,48.31,12.96,4.48,potable
0.64,6.8,27.714,8,0.522509159,1384.68,7.69,0.797290743,37.62,45.85,10.64455442,245.45,12.76,4.38,potable
2.36,5.8,28.714,8.29,2.998712797,578.42,2.14,0.617817839,10.02,1.64,17.03042901,194.43,4.56,0.28,potable
1.1,6.8,28.667,6.96,0.095978797,1453.26,8.11,0.601387656,30.29,43.19,15.51220766,71.7,8.04,2.02,potable
4.58,7.1,26.667,8.08,2.886453216,1354.52,1.22,0.801851001,36.03,25.22,9.113945216,204.88,11.82,3.91,potable
4.67,6.3,26.714,6.87,1.302127404,940.13,2.08,0.776085491,10.78,41.05,13.02799983,228.53,8.44,2.22,potable
2.07,6.3,28.286,8.2,2.835334855,640.02,1.71,0.612738021,44.98,36.32,16.83629125,101.92,9.38,2.69,potable
0.46,6.9,19.333,8.15,1.349326925,618.09,0.79,0.754789065,6.67,29,11.71889473,125.16,12.14,4.07,potable
3.98,6.4,29.083,7.8,0.833388147,547.27,9.89,0.833454073,9.61,41.51,12.47511872,214.98,6.1,1.05,potable
2.76,6.8,27.417,6.51,0.914289214,722.19,9.23,0.601843009,5.62,31.62,10.36823018,13.72,12.08,4.04,potable
1.35,6.8,27.286,8.27,0.908747626,1290.02,6.58,0.650440383,5.72,3.04,19.89268025,94.01,5.34,0.67,potable
4.02,7.1,28.6,6.84,2.613753847,1046.83,14.76,0.611046635,3.12,19.94,17.50851596,27.32,13.54,4.77,potable
3.36,7,28.667,7.43,0.943123851,685.16,1.53,0.605531463,34.85,39.03,14.35295526,133.19,6.46,1.23,potable
0.49,2.4,27.786,8.2,2.033483674,501.22,2.27,0.707494124,21.28,36.59,8.666283308,176.54,8.38,2.19,potable
4.53,6.7,28.143,8.41,2.756356664,1290.69,0.44,0.686783312,34.76,29.47,15.79262497,95.6,5.64,0.82,potable
1.09,6.8,27.5,6.9,2.831480495,332.12,0.24,0.615644228,27.75,49.18,14.99298978,185.22,11.52,3.76,potable
1.29,6.5,28.571,8.04,0.059444614,1337.84,13.94,0.606878603,2.66,28.15,8.939818292,151.36,12.44,4.22,potable
0.34,5.1,27,8.43,1.54201603,852.01,5.65,0.785469804,26.52,19.49,14.39739294,189.71,12.94,4.47,potable
1.31,6.5,26.5,7.16,0.241593195,1381.31,10.8,0.644974951,39.12,9.66,15.6276407,136.89,13.28,4.64,potable
3.03,6.6,26.25,6.96,2.016709058,1341.79,3.16,0.738196215,44.24,31.4,14.52986411,204.36,13.08,4.54,potable
2.25,6.6,26.75,6.54,1.620015555,962.19,8.32,0.706038514,25.02,32.74,17.01285622,156.75,4.36,0.18,potable
1.67,7.9,26.75,8.07,1.672405701,743.5,14.93,0.681382074,17.85,18.7,16.88421403,182.56,5.38,0.69,potable
0.02,7.4,26.5,7.36,2.939612151,181.8,14.23,0.672065013,21.69,44,13.60807513,54.72,5.2,0.6,potable
3.81,7,27,7.64,1.100791636,1152.02,12.58,0.696483038,0.06,8.07,9.557030905,220.38,4.32,0.16,potable
1.74,6.9,26.75,6.65,1.467079163,143.27,11.24,0.634669909,42.4,39.41,12.45191188,52.47,7.74,1.87,potable
4.76,7.3,28,7.73,1.401761793,1226.72,6.29,0.666426175,42.61,49.18,15.42114424,219.85,4.26,0.13,potable
2.83,8,27,6.95,1.291733338,430.51,4.62,0.611480729,31.34,16.15,20.77148503,207.21,5.28,0.64,potable
1.21,5.5,28.5,7.6,0.250517198,1471.07,8.61,0.600391581,1.62,4.15,13.17298911,6.7,7.96,1.98,potable
0.53,7,28.5,6.57,0.556102712,37.91,14.69,0.655695212,30.51,47.49,15.07024812,147.2,9.72,2.86,potable
1.28,6.6,29,7.27,1.36976762,1317.1,11.46,0.60017301,1.77,34.59,8.688714873,60.78,7.34,1.67,potable
3.16,6.4,28.75,8.04,2.766111737,1115.24,6.5,0.677347884,40.56,48.19,13.59185782,92.62,10.26,3.13,potable
0.41,7.1,28,8.06,1.192059588,652.26,12.79,0.648624708,22.33,28.76,10.80963195,53.15,5.02,0.51,potable
0.12,8.1,29.5,6.66,2.775660918,438.43,7.81,0.608996253,34.57,9.7,18.34021208,34.34,9.66,2.83,potable
3.52,8.3,28,8.11,0.807490621,597.29,7.35,0.634005233,10.31,17.22,16.22570589,178.64,6.68,1.34,potable
3.48,7.4,28.5,8.16,1.476138608,1287.5,9.45,0.842754653,24.7,19.73,22.34641467,243.88,11.28,3.64,potable
2.03,6.8,29,7.22,1.010108005,255.87,12.99,0.611012893,21.63,25.04,14.2100908,37.32,4.78,0.39,potable
0.92,6.1,28.857,6.74,2.898048044,902.5,0.25,0.600259643,18.84,32.26,18.42322647,1.62,13.46,4.73,potable
4.19,7.5,21,7.2,0.333705942,822.29,3.35,0.637498928,34.46,16.58,10.74910668,179.42,8.32,2.16,potable
4.17,7.5,24,7.14,0.944606636,527.39,4.99,0.697432555,18.99,46.03,15.95549106,147.12,6.24,1.12,potable
4.31,7.5,33,7.44,2.633231759,524.38,9.84,0.605822482,16.57,12.95,22.46612757,185.94,13.14,4.57,potable
1.92,6,27.5,7.86,2.531158899,597.55,2.4,0.674327889,2.2,39.16,16.82030772,98.75,4.1,0.05,potable
0.42,6.3,29,8.23,1.093818272,1050.93,9.34,0.60123327,3.84,31.05,12.11872032,94.73,5.24,0.62,potable
0.64,6.1,31.25,6.86,2.662324199,798.98,8.54,0.602110458,2.41,35.37,19.42253502,30.32,8.4,2.2,potable
0.61,7.3,30,7.52,0.083710414,415.66,13.19,0.625411093,19.31,47.17,14.78598251,146.37,6.06,1.03,potable
3.35,4.9,29,8.45,0.108419651,590.04,14.52,0.645596839,15.49,23.04,13.71370292,35.71,11.26,3.63,potable
1.92,6.1,27.5,8.16,1.623204439,203.37,1.34,0.640558414,41.62,40.79,10.24786327,101.21,4.22,0.11,potable
1.21,6.8,27.25,6.97,0.285667875,1295.81,5.69,0.661569626,4.1,32.23,13.51488652,133.42,12.3,4.15,potable
4.27,6.7,26.667,8.3,2.991917426,1219.24,9.3,0.657398461,0.71,22.16,13.69708744,145.82,12.2,4.1,potable
2.8,5.9,26.333,8.27,2.17584381,1405.09,3.55,0.639240495,42.5,49.55,11.83831294,39.11,10.72,3.36,potable
2.75,6.5,21.25,6.66,0.748117618,1477.35,10.85,0.629507456,19.22,7.35,11.2553569,169.49,11.1,3.55,potable
0.64,6.9,17.667,6.65,2.088660465,459.79,12.42,0.73774035,31.11,1.02,16.21071289,160.7,10.3,3.15,potable
1.55,5.1,16.5,7.96,0.829302616,1049.49,12.83,0.630884752,19,27.92,18.13769053,114.35,5.34,0.67,potable
3.36,5,18,7.93,0.371185187,808.51,4,0.706468947,27.63,20.57,14.83663674,183.95,4.06,0.03,potable
4.46,5.1,17.333,7.97,0.203106012,1232.03,8.12,0.608195705,12.66,48.93,19.03487739,13.18,13.62,4.81,potable
1.66,6.2,17.5,8.24,1.500447028,1114.08,8.56,0.602939165,0.62,22.01,10.06607565,200.86,4.48,0.24,potable
1.75,4.4,15,7.95,0.066768431,1459.98,12.17,0.638269156,34.76,22.17,13.6377826,130.39,9.04,2.52,potable
2.87,4.2,17.5,7.31,2.078537017,6.17,7.54,0.68614318,22.45,49.89,10.68976878,117.85,11.96,3.98,potable
2.24,4,18,7.16,0.092331377,776.98,10.65,0.660003186,14.97,25.95,10.79942845,126.45,13.24,4.62,potable
3.78,8,17.5,6.68,0.629225823,614.45,14.28,0.655023551,17.18,21.75,16.9179938,177.93,6.32,1.16,potable
1.43,4.2,18,8.01,2.645650818,1455.52,6.51,0.744383629,27.93,18.77,16.28331118,163.24,10.32,3.16,potable
2.67,5,18.333,7.67,2.32139333,463.56,4.66,0.645316308,22.18,14.13,16.31165824,53.37,4.72,0.36,potable
2.34,7.5,18.667,7.94,2.719957233,279.7,2.16,0.680487555,24.62,39.14,13.63601398,128.08,4.7,0.35,potable
3.31,6.6,18,6.99,1.854671104,322.29,2.46,0.651610152,28.19,37.68,20.20059242,96.75,11.74,3.87,potable
3.43,6.8,19,6.86,1.436484995,261.63,14.46,0.618560965,16.64,16.28,7.781493373,227.52,10.06,3.03,potable
4.51,6.7,17.5,7.05,1.031824956,917.04,0.9,0.745165451,24.51,9.32,10.04694318,161.59,12.68,4.34,potable
4.06,7.1,18.5,6.55,2.15356923,775.28,0.21,0.603753952,1.14,11.41,14.69095388,26.42,7.7,1.85,potable
0.69,7.4,19.5,7.98,2.924664864,1061.23,2.17,0.614872638,41.56,15.4,19.16662023,31.38,13.98,4.99,potable
0.57,6.6,22,6.71,1.374152357,988.95,6.36,0.653766921,36.22,23.94,15.75478461,153.04,7.54,1.77,potable
1.55,6.6,20,8.22,0.112052748,388.08,9.28,0.617186318,34.86,14.37,17.20000825,100.12,10.14,3.07,potable
1.51,5.4,26,7.86,2.800301146,462.35,10.9,0.60025469,34.23,17.53,13.36816454,12.48,12.82,4.41,potable
2.68,5.4,27,8.21,0.725693924,441.73,10.62,0.713630107,28.22,18.05,12.47730317,159.17,12,4,potable
1.54,5.3,27,8.43,0.003294329,1481.26,9.27,0.607369632,28.92,17.1,14.70859901,17.34,13.54,4.77,potable
1.5,7.8,16,7.96,1.555803134,850.66,1.46,0.610084481,44.02,28.46,17.82192185,161.17,12.6,4.3,potable
4.54,7.5,15,7.09,2.032674379,976.48,7.69,0.675929824,43.77,22.8,13.44879664,66.94,12.88,4.44,potable
3.73,7,10,7.83,2.691095066,678.52,9.81,0.60171213,11.45,1.12,18.69224837,3.65,6.84,1.42,potable
1.74,7.2,11,8.29,2.171911673,363.95,2.09,0.605537163,40.8,17.15,16.329625,4.96,5.2,0.6,potable
1.9,7.9,12,7.04,1.845996737,63.91,2.79,0.699230331,10.21,1.16,14.5842314,147.87,6.8,1.4,potable
3.98,7,23.667,8.24,0.670432054,1146.47,12.16,0.747916393,39.63,39.75,11.75837424,140.98,10.98,3.49,potable
0.53,6.8,23.7,7.04,0.107519813,88.7,4,0.606258754,25.77,0.8,18.02033109,64.04,8.8,2.4,potable
3.91,7.1,23.767,8.19,0.415496115,272.1,11.45,0.610153279,35.18,15.66,9.253350629,34.26,9.68,2.84,potable
2.99,7,23.667,8.37,1.784139751,411.62,3.5,0.606247121,17.74,41.09,15.04581675,18.23,10.4,3.2,potable
2.25,7.2,28,6.6,2.664863986,593.39,7.34,0.699618328,8.91,19.84,13.77335021,230.43,4.22,0.11,potable
2.35,7.5,26,6.8,0.427229838,971.57,5.22,0.606606134,30.31,36.37,16.50665808,92.83,11.26,3.63,potable
3.57,8.1,27,8.22,0.000245333,282.97,2.37,0.606584822,6.93,24.93,17.68978466,50.37,9.16,2.58,potable
2.28,8.1,29,8.4,0.093223964,653.63,10.01,0.702689512,42.83,0.29,11.09420248,175.27,9.06,2.53,potable
3.72,8.1,27,8.19,0.7119732,1213.46,3.89,0.694845539,38.44,23.56,14.00387351,133.69,6.32,1.16,potable
0.5,7.8,28,7.18,2.656118656,1138.27,0.6,0.603987507,8.84,25.3,17.40103888,2.95,6.08,1.04,potable
1.09,8,28,7.27,1.622886371,344.69,5.28,0.629130534,2.26,39.35,18.2960013,22.92,5.46,0.73,potable
4.22,7.5,29,7.29,1.314545163,1081.4,12.89,0.617105144,2.38,15.49,15.92141255,34.45,5.6,0.8,potable
4.29,7.5,28,7.45,0.645576708,862.27,1.02,0.624382057,32.19,24.73,12.22534179,47.47,8.68,2.34,potable
1.27,4,29,8.31,2.858111668,43.07,4.75,0.612463974,28.76,39.81,12.06350146,109.2,7.88,1.94,potable
3.4,7.7,29,7.39,1.238090444,1256.18,7.78,0.629382298,21.17,37.89,14.77709169,69.69,5.56,0.78,potable
0.89,8,28,6.67,1.58166655,1131.64,10.51,0.609302193,36.18,10.79,13.84838852,114.45,10.74,3.37,potable
3.73,7.7,28,8.41,0.516549348,1440.1,12.38,0.607274522,18.32,30.12,16.02143866,9.47,9.3,2.65,potable
0.9,6.4,29,7.69,2.094193737,1337.15,1.31,0.60663139,2.13,15.44,10.79548173,66.61,6.7,1.35,potable
2.9,6.8,29,7.57,2.330001791,433.08,4.76,0.603824933,39.05,3.8,10.23827087,36.99,13.64,4.82,potable
0.53,6.9,28,6.58,1.524072759,546.63,5.55,0.738190051,16.77,22.36,16.24475501,229.75,5.86,0.93,potable
1.49,6.9,28,7.55,1.778245398,1195.92,2.74,0.737722085,26.74,37.83,13.92128166,131.14,12.6,4.3,potable
4.45,7.1,27,7.58,1.471289583,987.72,9.83,0.725728842,13.72,42,8.93024245,180.83,10.74,3.37,potable
4.06,6.9,27,7.88,1.072483898,995.43,2.5,0.621395875,38.49,37.6,14.69539103,115.29,10.1,3.05,potable
3.45,6.9,14,7.73,0.124782358,645.22,0.77,0.676799776,40.88,36,7.401868176,169.64,6.06,1.03,potable
4.21,6.8,19,6.72,2.639957072,1088.28,13.91,0.646442024,38.69,30.91,14.37496689,110.12,7.26,1.63,potable
1.76,7.2,27,6.53,2.920100051,1429.97,5.79,0.75650436,6.26,18.47,14.82390352,144.04,12.8,4.4,potable
1.21,7,28,6.61,1.886235553,340.35,13.82,0.619038236,32.53,12.43,9.675166667,71.3,8.64,2.32,potable
4.57,7,28,6.76,1.118030582,919.81,0.75,0.603405005,27.58,11.43,18.15675398,155.05,13.2,4.6,potable
2.32,6.9,27,6.78,1.453502899,1414.34,8.06,0.623653629,27.28,12,15.16157744,210.51,4.16,0.08,potable
3.99,6.9,20,7.24,0.620419008,1424.5,9.51,0.643348962,24.3,49.2,14.98005401,140.36,4.28,0.14,potable
2.03,7,18,6.51,2.132484864,835.75,2.44,0.632089934,30.61,9.49,13.29025193,107.34,8.22,2.11,potable
1.11,7.9,15,8.39,0.238855993,702.31,5.7,0.726679554,34.8,25.69,15.79310142,131.76,7,1.5,potable
0.85,7.5,19,8.24,0.982059601,583.56,5.17,0.641900239,40.58,43.16,17.11854325,33.62,6.9,1.45,potable
2.96,7.6,21,7.82,2.631772609,1249.44,6.73,0.600993467,21.84,48.42,20.37683817,2.19,7.04,1.52,potable
3.7,7.7,25,6.62,0.345956433,198.07,6.21,0.602710187,17.71,10.4,17.40662581,43.59,4.44,0.22,potable
1.92,7.6,25,7.67,2.59766738,1190.64,11.37,0.645569124,10.29,11.66,14.32455235,150.03,5.2,0.6,potable
5.06,3.9,15,9.9,2.964966098,2107.53,20.84,0.662175584,87.58,76.52,13.88332895,477.86,21.58,8.79,non-potable
6.86,2,11,9.97,0.588989928,2596.42,22.36,0.844747239,75.25,60.55,10.88002787,431.05,21.3,8.65,non-potable
6.36,4,9,5.15,0.734686566,2724.07,18.78,0.773934593,76.32,71.39,16.42773933,257.73,21.22,8.61,non-potable
9.29,1.5,9,1.59,1.067565733,2493.9,18.42,0.951346564,60.41,99.14,14.97900007,349.45,18.38,7.19,non-potable
9.74,2.8,0.7,12.23,2.277267007,2198.64,26.36,1.150789708,66.44,94.49,9.812921149,463.37,21.66,8.83,non-potable
9.68,1.3,9,13.95,2.547751915,2393.72,18.11,0.752218546,77.42,62.31,12.6246132,352.71,14.94,5.47,non-potable
8.93,2.4,7,13.31,1.674427975,1537.54,23.29,0.687170673,78.13,55.69,13.74428378,311.2,22.72,9.36,non-potable
9.44,4.1,13,9.45,1.817999553,2104.56,27.56,0.631697489,82.4,82.92,18.78051983,381.15,17.62,6.81,non-potable
5.51,2.8,20,13.67,0.633608272,2936.76,16.7,0.95374287,53.14,75.34,16.06273897,362.96,23.78,9.89,non-potable
8.78,3.4,13,6.38,0.997711196,1981.5,21.2,0.859956324,82.24,65.03,14.54546513,332.02,22.92,9.46,non-potable
9.32,4.6,20,13.64,0.561131334,2658.57,20.91,0.689530603,82.85,95.52,9.57860245,332.09,22.34,9.17,non-potable
8.38,3,21,12.57,1.342694639,2364.6,15.12,0.669251543,61.51,63.71,12.52012614,354.62,21.8,8.9,non-potable
8.66,4.7,16,10.69,2.241778468,2392.01,26.98,0.671164103,51.96,52.42,16.38119482,360.73,18.1,7.05,non-potable
8.15,4.3,20,9.11,2.29739475,2116.54,26.29,0.676672228,72.15,88.78,14.39874024,460.62,15.82,5.91,non-potable
6.28,4.4,18,5.54,2.773225881,1611.79,15.83,0.663302212,60.3,61.79,14.24768198,478.5,21.9,8.95,non-potable
9.85,4.4,18,8.83,0.641610213,2601.41,27.71,0.809763055,70.25,52.25,8.280181032,487.64,18.82,7.41,non-potable
6.92,0.8,18,10.5,2.636407194,2547.95,26.83,0.952202572,69.96,76.87,11.89570044,430.13,18,7,non-potable
8.64,3,20,2.39,2.007840126,2323.15,20.24,0.788472213,66.12,50.15,10.3274762,386.02,20.62,8.31,non-potable
8.12,3.2,20,8.79,2.125069255,2173.27,28.42,0.914723281,84.36,98.69,16.07344923,454.84,16.32,6.16,non-potable
5.96,3.3,13,12.69,0.197830219,2964.76,28.11,0.638357721,85.97,53.91,13.99513554,356.19,14.84,5.42,non-potable
6.13,5.4,11,2.34,2.542706305,2238.36,19.62,0.779703014,48.08,60.26,15.17836842,295.55,22.1,9.05,non-potable
8.48,2.8,14,13.71,0.310657028,2816.58,24.41,0.627917706,75.15,78.56,15.16317891,288.66,22.4,9.2,non-potable
5.91,2.2,14,0.9,0.740643742,2314.51,26.33,0.678296363,50.74,51.89,14.40755462,399.75,16.26,6.13,non-potable
8.33,2.9,12,2.42,0.388091173,1633.52,26.99,0.658288473,57.51,64.47,11.78338316,471.65,20.16,8.08,non-potable
6.23,2.1,16,11.77,1.45008617,2066.04,16.2,0.725263229,89.45,97.81,21.46949128,435.3,23.54,9.77,non-potable
9.77,4,19.9,9.56,0.779428135,2660.46,16.02,1.043925577,46.66,92.56,18.92897905,378.71,21.26,8.63,non-potable
9.26,3.4,19.6,5.07,2.562305791,1567.95,24.74,0.712943947,82.75,69.95,15.46998024,343.82,17.96,6.98,non-potable
8.06,0,17,1.48,1.258396115,2825.74,25.85,0.68547228,78.82,67.49,11.66532921,417.1,17.08,6.54,non-potable
7.47,2.7,16,1.49,0.621570627,2140.98,28.45,0.828833341,64.22,78.51,10.67825495,485.3,14.1,5.05,non-potable
8.61,2.2,17,2.83,0.982399201,2001.2,23.18,0.814478026,80.56,69.06,17.70310393,270.56,23.2,9.6,non-potable
9.24,0,16,4.04,2.193968696,1531.71,20.06,0.709851987,53.7,62.63,13.77167997,273.76,20.88,8.44,non-potable
6,1.8,15,11.78,0.158739713,2656.28,28.56,0.81136251,61.88,69.77,12.67950093,282.5,17.7,6.85,non-potable
9.49,2.5,17,6.48,0.244521309,2090.13,16.46,0.683913028,46.49,88.52,16.94256578,341.47,17.36,6.68,non-potable
5.25,5.1,18,4.11,1.331974997,2797.08,26.67,0.88439751,60.97,60.07,9.631649747,289.79,17.84,6.92,non-potable
